"journal","n","journal_match_text.x","Rank","Sourceid","Title","Type","Issn","SJR","SJR Best Quartile","H index","Total Docs. (2023)","Total Docs. (3years)","Total Refs.","Total Cites (3years)","Citable Docs. (3years)","Cites / Doc. (2years)","Ref. / Doc.","%Female","Overton","SDG","Country","Region","Publisher","Coverage","Categories","Areas","journal_match_text.y","match_fit"
"Proceedings of the IEEE Symposium on Emerging Technologies, 2005.",1,"proceedings of ieee symposium on emerging technologies 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the IEEE-EMBS Special Topic Conference on Molecular, Cellular and Tissue Engineering",1,"proceedings of ieeeembs special topic conference on molecular cellular and tissue engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the IISES Annual Conference, Sevilla, Spain",1,"proceedings of iises annual conference sevilla spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Indian National Science Academy",2,"proceedings of indian national science academy",19050,21100391500,"Proceedings of the Indian National Science Academy","journal","03700046","0.218","Q3","26","89","224","4780","219","218","1.31","53.71","35.36",0,28,"India","Asiatic Region","Springer India","1978-1980, 1984, 2005-2023","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3)","Biochemistry, Genetics and Molecular Biology; Physics and Astronomy","proceedings of indian national science academy",0
"Proceedings of the Institution of Civil Engineers - Energy",2,"proceedings of institution of civil engineers energy",18797,12700154703,"Proceedings of Institution of Civil Engineers: Energy","journal","17514231, 17514223","0.223","Q3","25","30","73","1129","77","63","1.04","37.63","39.47",0,23,"United Kingdom","Western Europe",NA,"2008-2023","Energy Engineering and Power Technology (Q3); Energy (miscellaneous) (Q3); Renewable Energy, Sustainability and the Environment (Q4)","Energy","proceedings of institution of civil engineers energy",0
"Proceedings of the Institution of Civil Engineers - Engineering Sustainability",1,"proceedings of institution of civil engineers engineering sustainability",15430,144700,"Proceedings of the Institution of Civil Engineers: Engineering Sustainability","journal","14784629, 17517680","0.310","Q3","33","36","118","1650","161","102","1.48","45.83","27.84",0,23,"United Kingdom","Western Europe","ICE Publishing","2004-2023","Civil and Structural Engineering (Q3)","Engineering","proceedings of institution of civil engineers engineering sustainability",0
"Proceedings of the Institution of Civil Engineers - Management, Procurement and Law",1,"proceedings of institution of civil engineers management procurement and law",14241,12100155428,"Proceedings of Institution of Civil Engineers: Management, Procurement and Law","journal","17514312, 17514304","0.352","Q2","17","14","77","429","149","64","1.27","30.64","34.78",0,2,"United Kingdom","Western Europe","ICE Publishing","2008-2023","Safety, Risk, Reliability and Quality (Q2); Business, Management and Accounting (miscellaneous) (Q3); Civil and Structural Engineering (Q3)","Business, Management and Accounting; Engineering","proceedings of institution of civil engineers management procurement and law",0
"Proceedings of the Institution of Civil Engineers - Municipal Engineer",4,"proceedings of institution of civil engineers municipal engineer",14866,16162,"Proceedings of the Institution of Civil Engineers: Municipal Engineer","journal","09650903, 17517699","0.329","Q3","27","22","78","800","106","68","0.85","36.36","29.41",0,17,"United Kingdom","Western Europe","ICE Publishing","1992-2023","Civil and Structural Engineering (Q3)","Engineering","proceedings of institution of civil engineers municipal engineer",0
"Proceedings of the Institution of Civil Engineers - Transport",1,"proceedings of institution of civil engineers transport",19633,16166,"Proceedings of the Institution of Civil Engineers: Transport","journal","17517710, 0965092X","0.206","Q4","30","46","173","1472","135","153","0.82","32.00","25.21",0,18,"United Kingdom","Western Europe","ICE Publishing","1992-2023","Civil and Structural Engineering (Q4); Transportation (Q4)","Engineering; Social Sciences","proceedings of institution of civil engineers transport",0
"Proceedings of the Institution of Civil Engineers - Urban Design and Planning",1,"proceedings of institution of civil engineers urban design and planning",13052,19700182024,"Proceedings of the Institution of Civil Engineers: Urban Design and Planning","journal","17550807, 17550793","0.398","Q1","23","18","54","757","94","51","1.70","42.06","41.94",0,14,"United Kingdom","Western Europe","ICE Publishing","2009-2023","Architecture (Q1); Geography, Planning and Development (Q2); Urban Studies (Q2); Civil and Structural Engineering (Q3)","Engineering; Social Sciences","proceedings of institution of civil engineers urban design and planning",0
"Proceedings of the Institution of Civil Engineers - Waste and Resource Management",1,"proceedings of institution of civil engineers waste and resource management",21279,11700154335,"Proceedings of Institution of Civil Engineers: Waste and Resource Management","journal","17476526, 17476534","0.178","Q4","22","17","50","871","42","49","0.78","51.24","26.19",0,14,"United Kingdom","Western Europe","ICE Publishing","2008-2023","Civil and Structural Engineering (Q4); Waste Management and Disposal (Q4)","Engineering; Environmental Science","proceedings of institution of civil engineers waste and resource management",0
"Proceedings of the Institution of Mechanical Engineers, Part A: Journal of Power and Energy",3,"proceedings of institution of mechanical engineers part a journal of power and energy",13836,20405,"Proceedings of the Institution of Mechanical Engineers, Part A: Journal of Power and Energy","journal","20412967, 09576509","0.368","Q3","69","143","327","5352","604","327","1.66","37.43","23.87",0,31,"United Kingdom","Western Europe","SAGE Publications Ltd","1983-2023","Energy Engineering and Power Technology (Q3); Mechanical Engineering (Q3)","Energy; Engineering","proceedings of institution of mechanical engineers part a journal of power and energy",0
"Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture",5,"proceedings of institution of mechanical engineers part b journal of engineering manufacture",8018,20406,"Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture","journal","20412975, 09544054","0.661","Q2","79","287","492","10495","1696","487","3.36","36.57","22.39",0,87,"United Kingdom","Western Europe","SAGE Publications Inc.","1983-2023","Industrial and Manufacturing Engineering (Q2); Mechanical Engineering (Q2)","Engineering","proceedings of institution of mechanical engineers part b journal of engineering manufacture",0
"Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science",4,"proceedings of institution of mechanical engineers part c journal of mechanical engineering science",12249,20407,"Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science","journal","20412983, 09544062","0.432","Q2","72","607","1777","23768","4253","1766","2.28","39.16","22.06",0,82,"United Kingdom","Western Europe","SAGE Publications Ltd","1983-2023","Mechanical Engineering (Q2)","Engineering","proceedings of institution of mechanical engineers part c journal of mechanical engineering science",0
"Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering",1,"proceedings of institution of mechanical engineers part d journal of automobile engineering",10029,23969,"Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering","journal","09544070, 20412991","0.540","Q2","74","526","747","18276","2071","746","2.69","34.75","23.20",0,165,"United Kingdom","Western Europe","SAGE Publications Inc.","1989-2023","Aerospace Engineering (Q2); Mechanical Engineering (Q2)","Engineering","proceedings of institution of mechanical engineers part d journal of automobile engineering",0
"Proceedings of the Institution of Mechanical Engineers, Part F: Journal of Rail and Rapid Transit",1,"proceedings of institution of mechanical engineers part f journal of rail and rapid transit",8297,25070,"Proceedings of the Institution of Mechanical Engineers, Part F: Journal of Rail and Rapid Transit","journal","09544097","0.644","Q2","68","138","314","4718","933","311","2.57","34.19","19.91",0,25,"United Kingdom","Western Europe","SAGE Publications Ltd","1989-2023","Mechanical Engineering (Q2)","Engineering","proceedings of institution of mechanical engineers part f journal of rail and rapid transit",0
"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in Medicine",183,"proceedings of institution of mechanical engineers part h journal of engineering in medicine",13269,16334,"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in Medicine","journal","09544119, 20413033","0.389","Q2","88","128","423","5732","902","420","2.06","44.78","31.18",0,19,"United Kingdom","Western Europe","SAGE Publications Ltd","1989-2023","Mechanical Engineering (Q2); Medicine (miscellaneous) (Q3)","Engineering; Medicine","proceedings of institution of mechanical engineers part h journal of engineering in medicine",0
"Proceedings of the Institution of Mechanical Engineers, Part I: Journal of Systems and Control Engineering",2,"proceedings of institution of mechanical engineers part i journal of systems and control engineering",11994,20409,"Proceedings of the Institution of Mechanical Engineers. Part I: Journal of Systems and Control Engineering","journal","09596518, 20413041","0.443","Q2","53","154","364","5543","791","363","2.25","35.99","24.59",0,20,"United Kingdom","Western Europe","SAGE Publications Ltd","1991, 1993-2023","Control and Systems Engineering (Q2); Mechanical Engineering (Q2)","Engineering","proceedings of institution of mechanical engineers part i journal of systems and control engineering",0
"Proceedings of the Institution of Mechanical Engineers, Part J: Journal of Engineering Tribology",1,"proceedings of institution of mechanical engineers part j journal of engineering tribology",12020,20410,"Proceedings of the Institution of Mechanical Engineers, Part J: Journal of Engineering Tribology","journal","2041305X, 13506501","0.442","Q2","67","159","545","6409","1288","536","2.31","40.31","23.54",1,29,"United Kingdom","Western Europe","SAGE Publications Ltd","1994-2023","Mechanical Engineering (Q2); Surfaces, Coatings and Films (Q2); Surfaces and Interfaces (Q3)","Engineering; Materials Science; Physics and Astronomy","proceedings of institution of mechanical engineers part j journal of engineering tribology",0
"Proceedings of the Institution of Mechanical Engineers, Part M: Journal of Engineering for the Maritime Environment",1,"proceedings of institution of mechanical engineers part m journal of engineering for maritime environment",12604,25596,"Proceedings of the Institution of Mechanical Engineers Part M: Journal of Engineering for the Maritime Environment","journal","14750902","0.417","Q2","44","110","213","4162","415","212","2.11","37.84","23.34",0,35,"United Kingdom","Western Europe","SAGE Publications Ltd","2002-2023","Mechanical Engineering (Q2); Ocean Engineering (Q2)","Engineering","proceedings of institution of mechanical engineers part m journal of engineering for maritime environment",0
"Proceedings of the Institution of Mechanical Engineers, Part O: Journal of Risk and Reliability",6,"proceedings of institution of mechanical engineers part o journal of risk and reliability",11619,19300157022,"Proceedings of the Institution of Mechanical Engineers, Part O: Journal of Risk and Reliability","journal","17480078, 1748006X","0.461","Q2","37","140","238","5856","581","235","2.21","41.83","27.23",0,15,"United Kingdom","Western Europe","SAGE Publications Ltd","2006-2023","Safety, Risk, Reliability and Quality (Q2)","Engineering","proceedings of institution of mechanical engineers part o journal of risk and reliability",0
"Proceedings of the Institution of Mechanical Engineers, Part P: Journal of Sports Engineering and Technology",4,"proceedings of institution of mechanical engineers part p journal of sports engineering and technology",13270,19400157269,"Proceedings of the Institution of Mechanical Engineers, Part P: Journal of Sports Engineering and Technology","journal","1754338X, 17543371","0.389","Q2","25","89","163","3176","248","161","1.58","35.69","17.89",1,6,"United Kingdom","Western Europe","SAGE Publications Ltd","2008-2023","Engineering (miscellaneous) (Q2); Sports Science (Q3)","Engineering; Health Professions","proceedings of institution of mechanical engineers part p journal of sports engineering and technology",0
"Proceedings of the International Association for Business and Society",1,"proceedings of international association for business and society",16314,21100861094,"Proceedings of the International Association of Hydrological Sciences","conference and proceedings","2199899X, 21998981","0.282","-","18","0","246","0","222","239","0.33","0.00","0.00",0,0,"United Kingdom","Western Europe","Copernicus GmbH","2015-2021","Earth and Planetary Sciences (miscellaneous)","Earth and Planetary Sciences","proceedings of international association of hydrological sciences",0.11777188328912469
"Proceedings of the International Association of Hydrological Sciences",1,"proceedings of international association of hydrological sciences",16314,21100861094,"Proceedings of the International Association of Hydrological Sciences","conference and proceedings","2199899X, 21998981","0.282","-","18","0","246","0","222","239","0.33","0.00","0.00",0,0,"United Kingdom","Western Europe","Copernicus GmbH","2015-2021","Earth and Planetary Sciences (miscellaneous)","Earth and Planetary Sciences","proceedings of international association of hydrological sciences",0
"Proceedings of the International Astronomical Union",2,"proceedings of international astronomical union",25471,5000157802,"Proceedings of the International Astronomical Union","book series","17439221, 17439213","0.121","Q4","25","2","1041","40","83","932","0.04","20.00","21.05",0,0,"United Kingdom","Western Europe","Cambridge University Press","2004-2021","Astronomy and Astrophysics (Q4); Space and Planetary Science (Q4)","Earth and Planetary Sciences; Physics and Astronomy","proceedings of international astronomical union",0
"Proceedings of the International Conference of Early Childhood Education (ICECE 2017)",1,"proceedings of international conference of early childhood education icece 2017",27131,21101130995,"Proceedings of International Conference on Research in Education and Science","conference and proceedings","28336747","0.106","-","2","188","72","5359","15","69","0.28","28.51","55.90",0,81,"United States","Northern America","Ismail Sahin","2019-2022","Computer Science (miscellaneous); Education; Engineering (miscellaneous)","Computer Science; Engineering; Social Sciences","proceedings of international conference on research in education and science",0.1373702771949712
"Proceedings of the International Conference of Mental Health, Neuroscience, and Cyber-psychology - Icometh-NCP 2018",1,"proceedings of international conference of mental health neuroscience and cyberpsychology icomethncp 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the International Conference on Applied Statistics",3,"proceedings of international conference on applied statistics",13078,69957,"Proceedings of the International Conference on Parallel and Distributed Systems - ICPADS","conference and proceedings","15219097","0.397","-","46","118","214","3055","224","208","0.63","25.89","34.64",0,14,"United States","Northern America",NA,"1996-1998, 2001-2002, 2004-2021, 2023","Hardware and Architecture","Computer Science","proceedings of international conference on parallel and distributed systems icpads",0.10995601759296281
"Proceedings of the International Conference on Business Excellence",14,"proceedings of international conference on business excellence",23014,21101058279,"Proceedings of the International Conference on Mine Closure","conference and proceedings","22088296, 22088288","0.150","-","7","104","123","2018","26","121","0.21","19.40","33.33",0,73,"Australia","Pacific Region","Australian Centre for Geomechanics","2019, 2021-2022","Environmental Engineering; Geotechnical Engineering and Engineering Geology; Management, Monitoring, Policy and Law","Earth and Planetary Sciences; Environmental Science","proceedings of international conference on mine closure",0.10079141288818716
"Proceedings of the International Conference on Chemical,Material and Food Engineering",1,"proceedings of international conference on chemicalmaterial and food engineering",20078,91440,"Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE","conference and proceedings","-","0.198","-","52","560","1755","11066","753","1717","0.48","19.76","18.55",0,227,"United States","Northern America","The American Society of Mechanical Engineers(ASME)","1993-1998, 2001-2023","Energy Engineering and Power Technology; Mechanical Engineering; Ocean Engineering","Energy; Engineering","proceedings of international conference on offshore mechanics and arctic engineering omae",0.10073386351476254
"Proceedings of the International Conference on Computer Information Systems and Industrial Applications",1,"proceedings of international conference on computer information systems and industrial applications",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
